"","city","area","time","weekday","芠代丁(LST)ObsTime","代溃(hPa)StnPres","キ溃(hPa)SeaPres","放()Temperature","臩翴放()Td dew point","癸访(%)RH","硉(m/s)WS","(程)(360degree)WD","程皚(m/s)WSGust","程皚(360degree)WDGust","秖(mm)Precp","计(hr)PrecpHour","ら酚计(hr)SunShine","ぱら甮秖(MJ/)GloblRad","ǎ(km)Visb"
"2488","蔼动カ","C0V710_璬懂",2016-09-01 15:00:00,"Thursday",16,999.2,NA,32.5,NA,46,1.7,276,NA,NA,0,NA,NA,NA,NA
"2489","蔼动カ","C0V710_璬懂",2016-09-01 16:00:00,"Thursday",17,999.5,NA,31.8,NA,53,2.1,226,NA,NA,0,NA,NA,NA,NA
"2490","蔼动カ","C0V710_璬懂",2016-09-01 17:00:00,"Thursday",18,1000.3,NA,30.3,NA,67,3.5,209,NA,NA,0,NA,NA,NA,NA
"2491","蔼动カ","C0V710_璬懂",2016-09-01 18:00:00,"Thursday",19,1000.7,NA,28.9,NA,75,1.5,239,NA,NA,0,NA,NA,NA,NA
"2492","蔼动カ","C0V710_璬懂",2016-09-01 19:00:00,"Thursday",20,1001.1,NA,29.5,NA,70,0.7,264,NA,NA,0,NA,NA,NA,NA
"2493","蔼动カ","C0V710_璬懂",2016-09-01 20:00:00,"Thursday",21,1002.1,NA,29.6,NA,70,0.9,212,NA,NA,0,NA,NA,NA,NA
"2494","蔼动カ","C0V710_璬懂",2016-09-01 21:00:00,"Thursday",22,1002.1,NA,29.1,NA,76,3.2,205,NA,NA,0,NA,NA,NA,NA
"2495","蔼动カ","C0V710_璬懂",2016-09-01 22:00:00,"Thursday",23,1002.5,NA,28.4,NA,74,2.5,232,NA,NA,0,NA,NA,NA,NA
"2496","蔼动カ","C0V710_璬懂",2016-09-01 23:00:00,"Thursday",24,1001.9,NA,28.9,NA,72,2.6,192,NA,NA,0,NA,NA,NA,NA
"2497","蔼动カ","C0V710_璬懂",2016-09-02 00:00:00,"Friday",1,1000.9,NA,27.2,NA,82,3,86,NA,NA,0,NA,NA,NA,NA
"2498","蔼动カ","C0V710_璬懂",2016-09-02 01:00:00,"Friday",2,1000.2,NA,26.5,NA,85,1.5,85,NA,NA,0.5,NA,NA,NA,NA
"2499","蔼动カ","C0V710_璬懂",2016-09-02 02:00:00,"Friday",3,1000,NA,27.1,NA,84,1.4,34,NA,NA,0,NA,NA,NA,NA
"2500","蔼动カ","C0V710_璬懂",2016-09-02 03:00:00,"Friday",4,999.9,NA,27.2,NA,82,0.1,0,NA,NA,0,NA,NA,NA,NA
"2501","蔼动カ","C0V710_璬懂",2016-09-02 04:00:00,"Friday",5,1000.5,NA,27.7,NA,79,0,0,NA,NA,0,NA,NA,NA,NA
"2502","蔼动カ","C0V710_璬懂",2016-09-02 05:00:00,"Friday",6,1000.6,NA,26.6,NA,85,1.8,74,NA,NA,3,NA,NA,NA,NA
"2503","蔼动カ","C0V710_璬懂",2016-09-02 06:00:00,"Friday",7,1001,NA,26.1,NA,90,0.9,88,NA,NA,4,NA,NA,NA,NA
"2504","蔼动カ","C0V710_璬懂",2016-09-02 07:00:00,"Friday",8,1001.7,NA,26,NA,90,3.4,144,NA,NA,13,NA,NA,NA,NA
"2505","蔼动カ","C0V710_璬懂",2016-09-02 08:00:00,"Friday",9,1002,NA,25.8,NA,90,2.4,61,NA,NA,8.5,NA,NA,NA,NA
"2506","蔼动カ","C0V710_璬懂",2016-09-02 09:00:00,"Friday",10,1002.4,NA,25.4,NA,92,2.6,25,NA,NA,11.5,NA,NA,NA,NA
"2507","蔼动カ","C0V710_璬懂",2016-09-02 10:00:00,"Friday",11,1001.6,NA,26.2,NA,91,2,99,NA,NA,4.5,NA,NA,NA,NA
"2508","蔼动カ","C0V710_璬懂",2016-09-02 11:00:00,"Friday",12,1001.3,NA,25.6,NA,91,1.4,143,NA,NA,8.5,NA,NA,NA,NA
"2509","蔼动カ","C0V710_璬懂",2016-09-02 12:00:00,"Friday",13,1001,NA,25.5,NA,93,2.5,206,NA,NA,32,NA,NA,NA,NA
"2510","蔼动カ","C0V710_璬懂",2016-09-02 13:00:00,"Friday",14,1000.3,NA,26.3,NA,90,0.7,77,NA,NA,4.5,NA,NA,NA,NA
"2511","蔼动カ","C0V710_璬懂",2016-09-02 14:00:00,"Friday",15,999.8,NA,25.7,NA,91,1,103,NA,NA,14,NA,NA,NA,NA
"2512","蔼动カ","C0V710_璬懂",2016-09-02 15:00:00,"Friday",16,999.9,NA,25.9,NA,91,1.5,91,NA,NA,1.5,NA,NA,NA,NA
"2513","蔼动カ","C0V710_璬懂",2016-09-02 16:00:00,"Friday",17,1000.1,NA,25.9,NA,91,1.2,94,NA,NA,0.5,NA,NA,NA,NA
"2514","蔼动カ","C0V710_璬懂",2016-09-02 17:00:00,"Friday",18,1000.1,NA,26.2,NA,88,0.8,62,NA,NA,0,NA,NA,NA,NA
"2515","蔼动カ","C0V710_璬懂",2016-09-02 18:00:00,"Friday",19,1000.9,NA,25.9,NA,89,2,196,NA,NA,11,NA,NA,NA,NA
"2516","蔼动カ","C0V710_璬懂",2016-09-02 19:00:00,"Friday",20,1001.3,NA,25.2,NA,95,0.8,331,NA,NA,56,NA,NA,NA,NA
"2517","蔼动カ","C0V710_璬懂",2016-09-02 20:00:00,"Friday",21,1001.4,NA,24.8,NA,96,1.5,243,NA,NA,45,NA,NA,NA,NA
"2518","蔼动カ","C0V710_璬懂",2016-09-02 21:00:00,"Friday",22,1002.4,NA,24.9,NA,96,1.8,174,NA,NA,23,NA,NA,NA,NA
"2519","蔼动カ","C0V710_璬懂",2016-09-02 22:00:00,"Friday",23,1001.6,NA,24.9,NA,96,1.2,83,NA,NA,11,NA,NA,NA,NA
"2520","蔼动カ","C0V710_璬懂",2016-09-02 23:00:00,"Friday",24,1001.3,NA,24.7,NA,96,1.1,76,NA,NA,1,NA,NA,NA,NA
"2521","蔼动カ","C0V710_璬懂",2016-09-03 00:00:00,"Saturday",1,1000.6,NA,25,NA,96,1.2,121,NA,NA,0.5,NA,NA,NA,NA
"2522","蔼动カ","C0V710_璬懂",2016-09-03 01:00:00,"Saturday",2,999.9,NA,24.9,NA,95,2,159,NA,NA,0,NA,NA,NA,NA
"2523","蔼动カ","C0V710_璬懂",2016-09-03 02:00:00,"Saturday",3,1000.1,NA,25.4,NA,92,0,0,NA,NA,0,NA,NA,NA,NA
"2524","蔼动カ","C0V710_璬懂",2016-09-03 03:00:00,"Saturday",4,999.9,NA,25.4,NA,92,1.8,49,NA,NA,0,NA,NA,NA,NA
"2525","蔼动カ","C0V710_璬懂",2016-09-03 04:00:00,"Saturday",5,999.6,NA,25.3,NA,92,1.9,167,NA,NA,0,NA,NA,NA,NA
"2526","蔼动カ","C0V710_璬懂",2016-09-03 05:00:00,"Saturday",6,1000.2,NA,25.3,NA,92,0.3,100,NA,NA,0,NA,NA,NA,NA
"2527","蔼动カ","C0V710_璬懂",2016-09-03 06:00:00,"Saturday",7,1001.3,NA,25.7,NA,89,1.1,72,NA,NA,2,NA,NA,NA,NA
"2528","蔼动カ","C0V710_璬懂",2016-09-03 07:00:00,"Saturday",8,1001.6,NA,26.3,NA,89,1.1,29,NA,NA,0,NA,NA,NA,NA
"2529","蔼动カ","C0V710_璬懂",2016-09-03 08:00:00,"Saturday",9,1001.8,NA,26.2,NA,90,1.1,102,NA,NA,1,NA,NA,NA,NA
"2530","蔼动カ","C0V710_璬懂",2016-09-03 09:00:00,"Saturday",10,1001.6,NA,28.2,NA,81,1.7,103,NA,NA,0.5,NA,NA,NA,NA
"2531","蔼动カ","C0V710_璬懂",2016-09-03 10:00:00,"Saturday",11,1001.4,NA,28.3,NA,83,1.7,89,NA,NA,0.5,NA,NA,NA,NA
"2532","蔼动カ","C0V710_璬懂",2016-09-03 11:00:00,"Saturday",12,1001,NA,29.6,NA,70,1.5,218,NA,NA,0,NA,NA,NA,NA
"2533","蔼动カ","C0V710_璬懂",2016-09-03 12:00:00,"Saturday",13,1000.5,NA,30.7,NA,66,1.1,198,NA,NA,0,NA,NA,NA,NA
"2534","蔼动カ","C0V710_璬懂",2016-09-03 13:00:00,"Saturday",14,1000.1,NA,29.3,NA,72,1.9,215,NA,NA,0,NA,NA,NA,NA
"2535","蔼动カ","C0V710_璬懂",2016-09-03 14:00:00,"Saturday",15,999.6,NA,31,NA,64,2.6,201,NA,NA,0,NA,NA,NA,NA
"2536","蔼动カ","C0V710_璬懂",2016-09-03 15:00:00,"Saturday",16,999.4,NA,30.1,NA,69,2.2,217,NA,NA,0,NA,NA,NA,NA
"2537","蔼动カ","C0V710_璬懂",2016-09-03 16:00:00,"Saturday",17,999.7,NA,29.5,NA,73,2.3,195,NA,NA,0,NA,NA,NA,NA
"2538","蔼动カ","C0V710_璬懂",2016-09-03 17:00:00,"Saturday",18,1000.1,NA,29,NA,74,2.2,196,NA,NA,0,NA,NA,NA,NA
"2539","蔼动カ","C0V710_璬懂",2016-09-03 18:00:00,"Saturday",19,1000.7,NA,28.8,NA,76,2.5,196,NA,NA,0,NA,NA,NA,NA
"2540","蔼动カ","C0V710_璬懂",2016-09-03 19:00:00,"Saturday",20,1001.2,NA,28.8,NA,75,2.4,198,NA,NA,0,NA,NA,NA,NA
"2541","蔼动カ","C0V710_璬懂",2016-09-03 20:00:00,"Saturday",21,1001.9,NA,28.6,NA,77,2.9,195,NA,NA,0,NA,NA,NA,NA
"2542","蔼动カ","C0V710_璬懂",2016-09-03 21:00:00,"Saturday",22,1001.8,NA,28.4,NA,79,2,196,NA,NA,0,NA,NA,NA,NA
"2543","蔼动カ","C0V710_璬懂",2016-09-03 22:00:00,"Saturday",23,1001.7,NA,28.5,NA,79,1.8,195,NA,NA,0,NA,NA,NA,NA
"2544","蔼动カ","C0V710_璬懂",2016-09-03 23:00:00,"Saturday",24,1001.5,NA,28.7,NA,76,1.6,199,NA,NA,0,NA,NA,NA,NA
"2545","蔼动カ","C0V710_璬懂",2016-09-04 00:00:00,"Sunday",1,1000.9,NA,28.5,NA,79,1.7,216,NA,NA,0,NA,NA,NA,NA
"2546","蔼动カ","C0V710_璬懂",2016-09-04 01:00:00,"Sunday",2,1000.7,NA,28.5,NA,79,1.8,211,NA,NA,0,NA,NA,NA,NA
"2547","蔼动カ","C0V710_璬懂",2016-09-04 02:00:00,"Sunday",3,1000.5,NA,28.4,NA,79,2.3,201,NA,NA,0,NA,NA,NA,NA
"2548","蔼动カ","C0V710_璬懂",2016-09-04 03:00:00,"Sunday",4,1000.8,NA,28.2,NA,80,1.9,97,NA,NA,0,NA,NA,NA,NA
"2549","蔼动カ","C0V710_璬懂",2016-09-04 04:00:00,"Sunday",5,1000.9,NA,26.6,NA,91,1.6,21,NA,NA,0.5,NA,NA,NA,NA
"2550","蔼动カ","C0V710_璬懂",2016-09-04 05:00:00,"Sunday",6,1001.3,NA,27,NA,89,1.2,43,NA,NA,0,NA,NA,NA,NA
"2551","蔼动カ","C0V710_璬懂",2016-09-04 06:00:00,"Sunday",7,1001.5,NA,27.3,NA,86,1.4,352,NA,NA,0,NA,NA,NA,NA
"2552","蔼动カ","C0V710_璬懂",2016-09-04 07:00:00,"Sunday",8,1002.2,NA,28.8,NA,79,0.8,329,NA,NA,0,NA,NA,NA,NA
"2553","蔼动カ","C0V710_璬懂",2016-09-04 08:00:00,"Sunday",9,1002.4,NA,29,NA,77,1.1,264,NA,NA,0,NA,NA,NA,NA
"2554","蔼动カ","C0V710_璬懂",2016-09-04 09:00:00,"Sunday",10,1002.9,NA,27.4,NA,87,1.2,341,NA,NA,9.5,NA,NA,NA,NA
"2555","蔼动カ","C0V710_璬懂",2016-09-04 10:00:00,"Sunday",11,1002.4,NA,27.8,NA,88,0.7,278,NA,NA,2,NA,NA,NA,NA
"2556","蔼动カ","C0V710_璬懂",2016-09-04 11:00:00,"Sunday",12,1002.2,NA,29.9,NA,73,1.8,247,NA,NA,0,NA,NA,NA,NA
"2557","蔼动カ","C0V710_璬懂",2016-09-04 12:00:00,"Sunday",13,1001.1,NA,30,NA,74,2,252,NA,NA,0,NA,NA,NA,NA
"2558","蔼动カ","C0V710_璬懂",2016-09-04 13:00:00,"Sunday",14,1000.5,NA,29.2,NA,75,2,255,NA,NA,0,NA,NA,NA,NA
"2559","蔼动カ","C0V710_璬懂",2016-09-04 14:00:00,"Sunday",15,1000.7,NA,29,NA,77,2.2,244,NA,NA,0,NA,NA,NA,NA
"2560","蔼动カ","C0V710_璬懂",2016-09-04 15:00:00,"Sunday",16,1001,NA,28.6,NA,81,0.6,217,NA,NA,0.5,NA,NA,NA,NA
"2561","蔼动カ","C0V710_璬懂",2016-09-04 16:00:00,"Sunday",17,1000.8,NA,27.9,NA,86,1.5,330,NA,NA,1,NA,NA,NA,NA
"2562","蔼动カ","C0V710_璬懂",2016-09-04 17:00:00,"Sunday",18,1001.4,NA,27.9,NA,87,1.1,73,NA,NA,0.5,NA,NA,NA,NA
"2563","蔼动カ","C0V710_璬懂",2016-09-04 18:00:00,"Sunday",19,1002.2,NA,26.6,NA,91,0.9,38,NA,NA,1.5,NA,NA,NA,NA
"2564","蔼动カ","C0V710_璬懂",2016-09-04 19:00:00,"Sunday",20,1002.6,NA,26.8,NA,88,1.5,27,NA,NA,0,NA,NA,NA,NA
"2565","蔼动カ","C0V710_璬懂",2016-09-04 20:00:00,"Sunday",21,1002.6,NA,27.1,NA,84,1.8,10,NA,NA,0,NA,NA,NA,NA
"2566","蔼动カ","C0V710_璬懂",2016-09-04 21:00:00,"Sunday",22,1003.1,NA,27.5,NA,80,1.4,343,NA,NA,0,NA,NA,NA,NA
"2567","蔼动カ","C0V710_璬懂",2016-09-04 22:00:00,"Sunday",23,1002.6,NA,27.8,NA,78,0.1,0,NA,NA,0,NA,NA,NA,NA
"2568","蔼动カ","C0V710_璬懂",2016-09-04 23:00:00,"Sunday",24,1002.6,NA,27.5,NA,79,1.2,78,NA,NA,0,NA,NA,NA,NA
"2569","蔼动カ","C0V710_璬懂",2016-09-05 00:00:00,"Monday",1,1002.2,NA,27.2,NA,80,0,0,NA,NA,0,NA,NA,NA,NA
"2570","蔼动カ","C0V710_璬懂",2016-09-05 01:00:00,"Monday",2,1001.7,NA,27,NA,81,0.2,0,NA,NA,0,NA,NA,NA,NA
"2571","蔼动カ","C0V710_璬懂",2016-09-05 02:00:00,"Monday",3,1001.5,NA,26.5,NA,87,0.4,59,NA,NA,0,NA,NA,NA,NA
"2572","蔼动カ","C0V710_璬懂",2016-09-05 03:00:00,"Monday",4,1002.1,NA,26.3,NA,87,1.5,43,NA,NA,0,NA,NA,NA,NA
"2573","蔼动カ","C0V710_璬懂",2016-09-05 04:00:00,"Monday",5,1002,NA,26.1,NA,88,0.8,74,NA,NA,0,NA,NA,NA,NA
"2574","蔼动カ","C0V710_璬懂",2016-09-05 05:00:00,"Monday",6,1002.1,NA,26.3,NA,86,1.2,84,NA,NA,0,NA,NA,NA,NA
"2575","蔼动カ","C0V710_璬懂",2016-09-05 06:00:00,"Monday",7,1002.8,NA,26.7,NA,84,0.8,32,NA,NA,0,NA,NA,NA,NA
"2576","蔼动カ","C0V710_璬懂",2016-09-05 07:00:00,"Monday",8,1002.8,NA,28.7,NA,74,1,124,NA,NA,0,NA,NA,NA,NA
"2577","蔼动カ","C0V710_璬懂",2016-09-05 08:00:00,"Monday",9,1002.9,NA,30.3,NA,68,1,223,NA,NA,0,NA,NA,NA,NA
"2578","蔼动カ","C0V710_璬懂",2016-09-05 09:00:00,"Monday",10,1003,NA,30.5,NA,70,2.4,221,NA,NA,0,NA,NA,NA,NA
"2579","蔼动カ","C0V710_璬懂",2016-09-05 10:00:00,"Monday",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2580","蔼动カ","C0V710_璬懂",2016-09-05 11:00:00,"Monday",12,1002.5,NA,30.4,NA,72,3.1,224,NA,NA,0,NA,NA,NA,NA
"2581","蔼动カ","C0V710_璬懂",2016-09-05 12:00:00,"Monday",13,1002.1,NA,30.3,NA,73,4,230,NA,NA,0,NA,NA,NA,NA
"2582","蔼动カ","C0V710_璬懂",2016-09-05 13:00:00,"Monday",14,1001.6,NA,29.9,NA,76,2.7,210,NA,NA,0,NA,NA,NA,NA
"2583","蔼动カ","C0V710_璬懂",2016-09-05 14:00:00,"Monday",15,1001.1,NA,29.9,NA,75,3.5,211,NA,NA,0,NA,NA,NA,NA
"2584","蔼动カ","C0V710_璬懂",2016-09-05 15:00:00,"Monday",16,1001.9,NA,29.4,NA,73,3.7,207,NA,NA,0,NA,NA,NA,NA
"2585","蔼动カ","C0V710_璬懂",2016-09-05 16:00:00,"Monday",17,1002.2,NA,29,NA,79,4.1,195,NA,NA,0,NA,NA,NA,NA
"2586","蔼动カ","C0V710_璬懂",2016-09-05 17:00:00,"Monday",18,1002.8,NA,28.2,NA,83,3,189,NA,NA,0,NA,NA,NA,NA
"2587","蔼动カ","C0V710_璬懂",2016-09-05 18:00:00,"Monday",19,1003.1,NA,28.1,NA,83,2.7,147,NA,NA,0.5,NA,NA,NA,NA
"2588","蔼动カ","C0V710_璬懂",2016-09-05 19:00:00,"Monday",20,1003.7,NA,27.7,NA,85,2.2,112,NA,NA,0,NA,NA,NA,NA
"2589","蔼动カ","C0V710_璬懂",2016-09-05 20:00:00,"Monday",21,1004.4,NA,27.9,NA,83,3.1,183,NA,NA,0,NA,NA,NA,NA
"2590","蔼动カ","C0V710_璬懂",2016-09-05 21:00:00,"Monday",22,1005,NA,27.9,NA,83,2.1,179,NA,NA,0,NA,NA,NA,NA
"2591","蔼动カ","C0V710_璬懂",2016-09-05 22:00:00,"Monday",23,1004.3,NA,27,NA,88,3.4,196,NA,NA,2,NA,NA,NA,NA
"2592","蔼动カ","C0V710_璬懂",2016-09-05 23:00:00,"Monday",24,1003.5,NA,27,NA,88,4,190,NA,NA,0.5,NA,NA,NA,NA
"2593","蔼动カ","C0V740_篨",2016-08-19 00:00:00,"Friday",1,998.1,NA,26.6,NA,90,0.7,50,NA,NA,0,NA,NA,NA,NA
"2594","蔼动カ","C0V740_篨",2016-08-19 01:00:00,"Friday",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2595","蔼动カ","C0V740_篨",2016-08-19 02:00:00,"Friday",3,997.4,NA,25.8,NA,91,1.7,111,NA,NA,0,NA,NA,NA,NA
"2596","蔼动カ","C0V740_篨",2016-08-19 03:00:00,"Friday",4,997.3,NA,25.9,NA,91,0.6,214,NA,NA,0,NA,NA,NA,NA
"2597","蔼动カ","C0V740_篨",2016-08-19 04:00:00,"Friday",5,997,NA,25.6,NA,91,1.1,163,NA,NA,0,NA,NA,NA,NA
"2598","蔼动カ","C0V740_篨",2016-08-19 05:00:00,"Friday",6,997.1,NA,25.4,NA,93,0.7,87,NA,NA,0,NA,NA,NA,NA
"2599","蔼动カ","C0V740_篨",2016-08-19 06:00:00,"Friday",7,997.9,NA,26.3,NA,90,0.7,124,NA,NA,0,NA,NA,NA,NA
"2600","蔼动カ","C0V740_篨",2016-08-19 07:00:00,"Friday",8,998.3,NA,27.7,NA,84,0.9,81,NA,NA,0,NA,NA,NA,NA
"2601","蔼动カ","C0V740_篨",2016-08-19 08:00:00,"Friday",9,998.6,NA,28.6,NA,81,0.9,82,NA,NA,0,NA,NA,NA,NA
"2602","蔼动カ","C0V740_篨",2016-08-19 09:00:00,"Friday",10,998.6,NA,31.4,NA,67,1,67,NA,NA,0,NA,NA,NA,NA
"2603","蔼动カ","C0V740_篨",2016-08-19 10:00:00,"Friday",11,998.1,NA,32.7,NA,63,1.7,158,NA,NA,0,NA,NA,NA,NA
"2604","蔼动カ","C0V740_篨",2016-08-19 11:00:00,"Friday",12,997.6,NA,32.7,NA,65,1.8,293,NA,NA,0,NA,NA,NA,NA
"2605","蔼动カ","C0V740_篨",2016-08-19 12:00:00,"Friday",13,997.1,NA,29.9,NA,81,2,251,NA,NA,0,NA,NA,NA,NA
"2606","蔼动カ","C0V740_篨",2016-08-19 13:00:00,"Friday",14,997,NA,31.7,NA,72,2.3,246,NA,NA,0,NA,NA,NA,NA
"2607","蔼动カ","C0V740_篨",2016-08-19 14:00:00,"Friday",15,997.6,NA,26.2,NA,91,2.6,157,NA,NA,8,NA,NA,NA,NA
"2608","蔼动カ","C0V740_篨",2016-08-19 15:00:00,"Friday",16,998.2,NA,25.9,NA,93,2.3,91,NA,NA,17,NA,NA,NA,NA
"2609","蔼动カ","C0V740_篨",2016-08-19 16:00:00,"Friday",17,999.3,NA,23.1,NA,94,2.5,360,NA,NA,7,NA,NA,NA,NA
"2610","蔼动カ","C0V740_篨",2016-08-19 17:00:00,"Friday",18,999,NA,23.6,NA,95,1.5,284,NA,NA,1,NA,NA,NA,NA
"2611","蔼动カ","C0V740_篨",2016-08-19 18:00:00,"Friday",19,999.7,NA,24.1,NA,93,1.2,7,NA,NA,0,NA,NA,NA,NA
"2612","蔼动カ","C0V740_篨",2016-08-19 19:00:00,"Friday",20,999.9,NA,24.1,NA,95,2.1,7,NA,NA,0,NA,NA,NA,NA
"2613","蔼动カ","C0V740_篨",2016-08-19 20:00:00,"Friday",21,999.5,NA,24.4,NA,94,1.2,309,NA,NA,0,NA,NA,NA,NA
"2614","蔼动カ","C0V740_篨",2016-08-19 21:00:00,"Friday",22,999.8,NA,24.3,NA,96,1.5,358,NA,NA,0,NA,NA,NA,NA
"2615","蔼动カ","C0V740_篨",2016-08-19 22:00:00,"Friday",23,999.7,NA,24.3,NA,96,1.5,343,NA,NA,0,NA,NA,NA,NA
"2616","蔼动カ","C0V740_篨",2016-08-19 23:00:00,"Friday",24,999.6,NA,24.4,NA,96,2.3,348,NA,NA,0,NA,NA,NA,NA
"2617","蔼动カ","C0V740_篨",2016-08-20 00:00:00,"Saturday",1,999,NA,24.4,NA,92,2.2,2,NA,NA,0,NA,NA,NA,NA
"2618","蔼动カ","C0V740_篨",2016-08-20 01:00:00,"Saturday",2,998.7,NA,24.3,NA,92,1.9,322,NA,NA,0,NA,NA,NA,NA
"2619","蔼动カ","C0V740_篨",2016-08-20 02:00:00,"Saturday",3,998.4,NA,24,NA,93,1.3,353,NA,NA,0,NA,NA,NA,NA
"2620","蔼动カ","C0V740_篨",2016-08-20 03:00:00,"Saturday",4,998.2,NA,23.8,NA,94,1.7,343,NA,NA,0,NA,NA,NA,NA
"2621","蔼动カ","C0V740_篨",2016-08-20 04:00:00,"Saturday",5,998.4,NA,23.6,NA,94,1.8,339,NA,NA,0,NA,NA,NA,NA
"2622","蔼动カ","C0V740_篨",2016-08-20 05:00:00,"Saturday",6,998.5,NA,23.4,NA,94,1.8,342,NA,NA,0,NA,NA,NA,NA
"2623","蔼动カ","C0V740_篨",2016-08-20 06:00:00,"Saturday",7,998.9,NA,24.7,NA,87,2,346,NA,NA,0,NA,NA,NA,NA
"2624","蔼动カ","C0V740_篨",2016-08-20 07:00:00,"Saturday",8,999,NA,26.3,NA,81,2,19,NA,NA,0,NA,NA,NA,NA
"2625","蔼动カ","C0V740_篨",2016-08-20 08:00:00,"Saturday",9,999,NA,28.4,NA,72,2,16,NA,NA,0,NA,NA,NA,NA
"2626","蔼动カ","C0V740_篨",2016-08-20 09:00:00,"Saturday",10,998.7,NA,31.5,NA,62,1.3,340,NA,NA,0,NA,NA,NA,NA
"2627","蔼动カ","C0V740_篨",2016-08-20 10:00:00,"Saturday",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2628","蔼动カ","C0V740_篨",2016-08-20 11:00:00,"Saturday",12,997.7,NA,32.6,NA,61,2.4,316,NA,NA,0,NA,NA,NA,NA
"2629","蔼动カ","C0V740_篨",2016-08-20 12:00:00,"Saturday",13,997,NA,32.7,NA,61,1.8,308,NA,NA,0,NA,NA,NA,NA
"2630","蔼动カ","C0V740_篨",2016-08-20 13:00:00,"Saturday",14,996,NA,33.2,NA,62,2.6,278,NA,NA,0,NA,NA,NA,NA
"2631","蔼动カ","C0V740_篨",2016-08-20 14:00:00,"Saturday",15,995.4,NA,32.2,NA,68,3.3,249,NA,NA,0,NA,NA,NA,NA
"2632","蔼动カ","C0V740_篨",2016-08-20 15:00:00,"Saturday",16,994.7,NA,32.2,NA,68,2.7,252,NA,NA,0,NA,NA,NA,NA
"2633","蔼动カ","C0V740_篨",2016-08-20 16:00:00,"Saturday",17,995.1,NA,29.1,NA,76,3,103,NA,NA,0,NA,NA,NA,NA
"2634","蔼动カ","C0V740_篨",2016-08-20 17:00:00,"Saturday",18,996.3,NA,26.9,NA,85,1.9,44,NA,NA,0,NA,NA,NA,NA
"2635","蔼动カ","C0V740_篨",2016-08-20 18:00:00,"Saturday",19,996.7,NA,25.9,NA,93,1.9,359,NA,NA,0.5,NA,NA,NA,NA
"2636","蔼动カ","C0V740_篨",2016-08-20 19:00:00,"Saturday",20,997,NA,25.8,NA,92,2.3,12,NA,NA,0,NA,NA,NA,NA
"2637","蔼动カ","C0V740_篨",2016-08-20 20:00:00,"Saturday",21,997.3,NA,26.1,NA,91,2.8,1,NA,NA,0,NA,NA,NA,NA
"2638","蔼动カ","C0V740_篨",2016-08-20 21:00:00,"Saturday",22,997.6,NA,26,NA,92,1.7,4,NA,NA,0,NA,NA,NA,NA
"2639","蔼动カ","C0V740_篨",2016-08-20 22:00:00,"Saturday",23,997.6,NA,26.4,NA,91,1.2,351,NA,NA,0,NA,NA,NA,NA
"2640","蔼动カ","C0V740_篨",2016-08-20 23:00:00,"Saturday",24,996.8,NA,26,NA,93,1.1,7,NA,NA,0,NA,NA,NA,NA
"2641","蔼动カ","C0V740_篨",2016-08-21 00:00:00,"Sunday",1,996.5,NA,26,NA,93,0.9,8,NA,NA,0,NA,NA,NA,NA
"2642","蔼动カ","C0V740_篨",2016-08-21 01:00:00,"Sunday",2,996.2,NA,25.8,NA,92,1,10,NA,NA,0,NA,NA,NA,NA
"2643","蔼动カ","C0V740_篨",2016-08-21 02:00:00,"Sunday",3,995.8,NA,25.6,NA,94,1.6,353,NA,NA,0,NA,NA,NA,NA
"2644","蔼动カ","C0V740_篨",2016-08-21 03:00:00,"Sunday",4,995.6,NA,25.7,NA,90,2.1,358,NA,NA,0,NA,NA,NA,NA
"2645","蔼动カ","C0V740_篨",2016-08-21 04:00:00,"Sunday",5,995.4,NA,25.1,NA,93,2.1,1,NA,NA,0,NA,NA,NA,NA
"2646","蔼动カ","C0V740_篨",2016-08-21 05:00:00,"Sunday",6,995.9,NA,25,NA,94,1.6,351,NA,NA,0,NA,NA,NA,NA
"2647","蔼动カ","C0V740_篨",2016-08-21 06:00:00,"Sunday",7,996.7,NA,25.4,NA,91,2.3,2,NA,NA,0,NA,NA,NA,NA
"2648","蔼动カ","C0V740_篨",2016-08-21 07:00:00,"Sunday",8,996.8,NA,27.5,NA,81,1.9,16,NA,NA,0,NA,NA,NA,NA
"2649","蔼动カ","C0V740_篨",2016-08-21 08:00:00,"Sunday",9,996.8,NA,29.8,NA,72,1.3,44,NA,NA,0,NA,NA,NA,NA
"2650","蔼动カ","C0V740_篨",2016-08-21 09:00:00,"Sunday",10,996.9,NA,30.7,NA,68,1,222,NA,NA,0,NA,NA,NA,NA
"2651","蔼动カ","C0V740_篨",2016-08-21 10:00:00,"Sunday",11,996.5,NA,31.6,NA,64,0.9,190,NA,NA,0,NA,NA,NA,NA
"2652","蔼动カ","C0V740_篨",2016-08-21 11:00:00,"Sunday",12,996,NA,32.4,NA,62,2,285,NA,NA,0,NA,NA,NA,NA
"2653","蔼动カ","C0V740_篨",2016-08-21 12:00:00,"Sunday",13,995.5,NA,33.2,NA,57,1.5,254,NA,NA,0,NA,NA,NA,NA
